"Geneid","withDOX_1_S4","withDOX_2_S5","withDOX_3_S6","woDOX_1_S1","woDOX_3_S3","woDOX_2_S2"
"Gm42515",107,104,109,102,143,183
"Gm42514",45,27,31,25,42,48
"Ank2",1547,1472,1257,851,1208,1270
"A930036I15Rik",4,2,5,5,5,2
"Gm43322",4,4,3,4,2,5
"Gm43765",7,1,3,4,0,2
"Gm25501",0,0,1,0,0,0
"Gm43750",10,3,7,5,9,8
"Gm43751",22,14,11,6,10,12
"Gm42974",7,5,5,7,4,8
"Gm16958",11,15,17,5,19,14
"C230031I18Rik",11,15,12,7,8,15
"Gm42973",30,15,20,12,20,19
"Gm42972",12,13,13,7,17,21
"Gm42971",8,5,4,3,3,11
"Gm42970",3,3,1,4,5,9
"Gm42969",7,16,5,4,6,8
"Gm43355",0,0,0,0,0,0
"Gm42525",0,0,0,0,0,0
"Gm44494",0,0,0,0,0,0
"Gm43354",0,0,0,0,0,0
"Larp7",1199,1160,1259,809,1382,1300
"Mir302b",0,1,0,0,1,0
"Mir302c",1,0,0,0,0,1
"Mir302a",3,1,0,3,0,0
"Mir302d",0,0,0,1,0,1
"Mir367",0,2,1,2,0,0
"Zgrf1",980,1031,940,567,913,915
"Gm43729",36,30,41,18,28,35
"Neurog2",0,0,0,0,0,1
"Alpk1",393,414,337,216,294,324
"Gm16238",5,3,4,0,2,6
"1500005C15Rik",4,2,7,5,6,4
"Gm42587",4,7,8,3,2,2
"Gm23279",0,0,0,0,0,1
"Tifa",69,62,67,40,60,63
"Ap1ar",1122,1165,1257,916,1558,1417
"Gm43654",42,36,39,34,51,75
"Gm43653",33,15,27,20,28,32
"Gm42586",1,0,1,2,3,4
"Gm43652",0,2,2,1,0,0
"5730508B09Rik",39,29,31,19,52,51
"9830132P13Rik",0,1,0,0,0,0
"Gm43053",0,0,0,0,0,0
"Gm10650",0,0,0,0,0,0
"D030025E07Rik",0,0,0,0,0,0
"Gm43656",0,0,0,0,0,0
"Gm22293",0,0,0,0,0,0
"Gm43824",0,0,0,0,0,0
"4933424H11Rik",0,0,0,0,0,0
"Gm4410",0,0,0,0,0,0
"Gm9387",0,0,0,0,0,0
"Gm28543",0,0,0,0,0,0
"Pitx2",2,1,0,2,1,0
"Gm27195",0,0,0,0,0,0
"Gm43697",0,0,0,0,0,0
"Enpep",0,0,0,0,0,0
"Gm42628",0,0,0,0,0,0
"Gm42629",1,0,0,0,0,0
"Gm42630",0,0,0,0,0,0
"Gm5712",0,0,0,0,0,0
"Rpl7a-ps7",4,2,1,2,0,4
"Gm35986",1,2,3,1,1,2
"Elovl6",3832,4033,3371,2558,3771,4002
"Gm43072",53,42,42,28,51,63
"Egf",81,98,68,60,76,64
"Gm24515",0,0,0,0,0,0
"Gm42697",0,2,0,0,0,1
"Gm42650",0,0,0,0,0,0
"6330410L21Rik",0,0,0,0,0,0
"Lrit3",3,1,3,1,2,6
"Rrh",35,37,39,40,56,61
"Gar1",426,480,548,399,659,580
"Cfi",1,1,1,0,3,1
"Pla2g12a",285,341,279,212,409,385
"Casp6",454,501,470,298,485,569
"Ccdc109b",472,575,435,277,457,516
"Sec24b",1939,2011,1904,1415,2375,2313
"Gm9396",10,11,15,13,13,20
"Gm42663",0,0,0,0,0,0
"Col25a1",10,4,5,7,6,10
"Gm9397",0,0,0,0,0,0
"Gm22682",0,0,0,0,0,0
"Gm43210",12,9,10,3,9,7
"Gm43211",0,0,2,3,0,0
"Gm42837",0,4,2,2,1,2
"Etnppl",10,15,8,14,10,14
"Ostc",2283,2350,2182,1392,2063,2298
"Gm42998",13,24,16,23,20,22
"Rpl34",667,785,740,375,794,664
"Gm42997",8,8,2,1,9,9
"Gm43524",0,1,0,0,0,0
"Gm43522",0,0,0,0,1,0
"2010110G14Rik",0,0,0,0,0,0
"Gm5982",0,0,0,0,0,0
"Gm36520",0,0,0,0,0,0
"Gm26090",0,0,0,0,0,0
"Gm43351",0,0,0,0,0,0
"Gm43350",0,0,0,0,0,0
"5830437K03Rik",0,0,0,0,0,0
"Gm43349",0,0,0,0,0,0
"Gm5855",1,4,3,0,3,1
"A430072C10Rik",0,0,0,0,0,0
"Gm43352",17,17,35,29,82,41
"Lef1",87,86,120,125,320,201
"Gm42449",4,0,1,3,3,3
"Hadh",3616,3556,3266,2126,3586,3630
"Gm18492",0,0,0,0,0,0
"Cyp2u1",103,108,84,88,143,152
"4930534D22Rik",18,13,6,10,11,15
"Sgms2",1145,1093,1291,875,1683,1464
"Gm43116",1,1,0,0,1,1
"Papss1",4115,4173,3909,2617,4230,4217
"Gm42881",25,24,26,20,28,32
"Gm29865",1,2,1,1,1,2
"Olfr375-ps1",0,0,0,0,0,0
"Gm26103",0,0,0,0,0,0
"Gm22421",0,0,1,0,0,1
"Dkk2",542,552,620,621,849,1001
"Gm42880",0,1,0,0,0,0
"Gm25307",0,0,0,0,0,0
"Gimd1",0,1,0,0,0,1
"Gm9402",0,3,1,0,3,0
"Aimp1",1359,1407,1419,901,1567,1626
"Tbck",1654,1632,1369,1055,1646,1783
"Gm42872",12,14,13,18,17,17
"Gm22322",1,1,2,1,0,1
"Gm42876",24,23,23,16,20,24
"Gm29811",22,17,14,11,16,19
"Gm9403",28,24,19,17,26,31
"Npnt",3195,3334,5106,1339,3056,2229
"Gm23196",1,1,4,1,1,0
"Gstcd",833,860,919,500,964,842
"Gm19148",1,2,5,2,6,7
"Gm42874",16,13,22,11,25,23
"Gm42873",20,13,18,9,28,21
"Ints12",639,665,670,387,677,627
"Arhgef38",6,0,2,3,3,1
"Gm43254",45,66,38,41,38,46
"Ppa2",799,738,776,477,839,882
"Gm25042",0,0,0,0,0,0
"Tet2",1283,1294,1160,796,1029,1112
"Gm42567",1,0,0,0,0,0
"Gm23011",0,0,0,0,0,0
"Gm37228",0,0,0,0,0,0
"Gm42563",0,0,0,0,0,0
"Gm6135",0,0,0,0,0,0
"Gm30484",0,0,0,0,0,0
"Gm26691",36,35,37,3,4,9
"Gm44361",1,0,0,0,0,1
"Gm43192",9,1,4,0,0,0
"Gm43193",2,1,3,0,0,0
"Gm43194",2,3,1,2,0,0
"Cxxc4",345,319,248,28,49,45
"Mir1895",7,2,4,0,1,1
"Gm43559",0,0,0,0,0,0
"Gm43558",0,0,0,0,1,0
"Gm6077",0,0,0,0,0,0
"4930539C22Rik",0,0,0,0,0,1
"Gm26820",1,1,1,0,0,1
"Tacr3",0,0,0,0,0,0
"Gm4860",0,0,0,0,0,0
"Gm43036",0,0,0,0,0,1
"Gm43035",0,0,0,0,0,0
"Gm2142",0,0,0,0,0,0
"Gm24048",0,0,0,0,0,0
"Gm18546",0,0,0,0,0,0
"Gm43033",0,0,1,0,0,0
"Cenpe",5841,5786,6008,3943,6584,6166
"Bdh2",197,211,161,98,162,189
"Slc9b2",4,1,4,1,1,3
"Slc9b1",7,5,8,2,8,8
"Cisd2",1012,1055,1120,618,1091,1101
"2810428J06Rik",24,38,38,17,41,35
"Gm43379",86,84,84,45,63,79
"4930539J05Rik",100,68,95,73,78,67
"Ube2d3",7996,8039,8304,5501,8576,9032
"Gm42807",0,0,0,0,0,0
"Manba",12,19,12,8,8,13
"Gm16100",0,0,0,0,0,0
"Oaz2-ps",0,1,1,0,1,1
"Nfkb1",2417,2513,2256,1753,2699,2724
"Gm43430",48,47,44,39,61,63
"Slc39a8",298,359,324,204,371,356
"4933401H06Rik",1,1,1,0,1,1
"Gm43429",6,10,4,0,5,5
"Gm43428",9,1,8,4,6,10
"Gm18330",0,0,0,0,0,1
"Gm43603",0,0,0,0,0,0
"Gm43602",0,1,0,0,0,0
"Gm5281",0,0,0,0,0,0
"Bank1",2,1,0,1,0,0
"Gm9408",0,0,0,0,0,0
"Gm43402",0,0,0,0,0,0
"1700030L20Rik",0,1,0,0,1,1
"Ppp3ca",5734,6079,5102,2669,3600,4233
"Gm42822",48,26,28,13,24,47
"4930599N24Rik",33,13,28,22,19,32
"Gm44327",10,17,6,4,4,14
"Gm43357",0,1,0,4,2,0
"Gm9409",0,0,0,0,0,0
"Gm43356",0,0,0,0,0,0
"Gm26107",0,0,0,0,0,0
"Gm567",0,2,0,0,0,0
"Emcn",0,3,1,0,0,0
"Gm4861",0,0,0,0,0,0
"Gm22468",0,0,0,0,0,0
"Ddit4l",0,0,1,0,0,0
"Gm30946",0,0,0,0,0,0
"Gm21962",0,0,0,0,0,0
"Gm42610",0,0,0,0,0,0
"Gm25080",0,0,0,0,0,0
"Mir6380",0,0,0,0,0,0
"Gm31678",0,0,0,0,0,0
"Gm43403",2,4,5,3,4,1
"H2afz",5254,5834,5674,2884,5885,4902
"Dnajb14",1426,1406,1415,989,1655,1685
"Gm43087",13,12,7,2,8,6
"Gm43088",19,21,25,22,15,26
"Gm15460",2,3,1,3,1,4
"Gm25920",25,28,18,11,28,27
"Gm43689",3,1,2,1,0,0
"Lamtor3",875,997,926,535,876,883
"Dapp1",589,587,557,230,367,392
"Gm19708",0,0,0,0,0,0
"Gm5105",8,8,11,0,2,6
"1110002E22Rik",3,10,8,1,9,4
"Mttp",304,308,296,135,206,241
"Gm43691",4,8,4,5,3,7
"Trmt10a",520,554,563,389,712,618
"4930579F01Rik",0,0,1,1,0,0
"0610031O16Rik",47,63,61,27,61,46
"Adh7",1188,1298,1209,574,998,943
"Adh1",6,9,10,5,8,4
"Gm16559",1,0,1,1,2,1
"Adh6a",0,0,0,0,0,0
"Adh6b",0,0,0,0,0,0
"Gm23467",0,0,0,0,0,0
"Adh6-ps1",0,0,0,0,0,0
"Adh4",0,1,0,0,0,0
"Adh5",2058,2057,2062,1301,2429,2318
"Metap1",2382,2334,2577,1699,2981,2823
"Gm43724",0,0,0,0,0,2
"Gm43725",0,0,0,0,0,0
"Eif4e",3591,3444,3857,2409,4120,4179
"Mir1956",2,3,8,1,1,0
"Gm43726",0,0,0,0,0,0
"Gm9415",0,0,0,0,0,0
"Gm6057",0,0,1,0,1,0
"Gm43723",0,0,0,0,0,0
"4930425O10Rik",0,1,1,0,0,1
"Tspan5",2668,2712,2549,1823,3132,3113
"Gm16060",10,5,14,5,11,19
"Rap1gds1",1741,1827,1893,1257,2303,2045
"Gm43162",15,18,19,17,28,24
"Gm4862",0,0,0,0,0,0
"Stpg2",0,0,0,0,0,0
"Gm43163",0,0,0,0,0,1
"Gm24260",0,1,0,2,0,1
"Gm2451",1,1,0,0,0,0
"Gm32693",0,0,0,0,0,0
"Gm43678",0,0,0,0,0,0
"Mir7j",0,0,1,0,0,0
"Gm4863",0,0,0,0,0,0
"Gm19184",0,0,0,0,0,0
"Gm19080",0,0,0,0,0,0
"Gm31211",0,0,0,0,0,0
"Gm43049",0,1,0,0,0,0
"Gm6214",0,0,0,0,0,0
"Gm43276",0,0,0,0,0,0
"Gm32754",0,0,0,0,0,0
"4930590L14Rik",0,0,0,0,0,0
"Pdha2",0,0,0,0,0,0
"Gm15688",0,0,0,0,0,0
"Unc5c",3,2,2,0,0,0
"Gm15689",0,0,0,0,0,0
"Gm43826",0,0,0,0,0,0
"Bmpr1b",0,0,0,0,0,0
"Gm6059",0,0,0,0,0,0
"Pdlim5",3815,3875,3973,2689,4872,4528
"Gbp5",0,0,0,1,0,0
"Gbp7",77,82,38,24,12,37
"Gm43802",15,14,5,3,0,4
"Gbp3",33,41,24,17,16,17
"Gbp2b",9,11,7,8,4,11
"Gbp2",376,438,267,185,191,257
"Mir6381",12,17,12,3,6,16
"Gbp2-ps",0,0,0,0,0,0
"Gm19166",0,0,0,0,1,0
"Ccbl2",236,262,217,182,246,261
"Gm15540",35,47,38,36,27,37
"Gtf2b",1169,1193,1158,698,1163,1174
"Gm24457",0,3,1,3,1,4
"Pkn2",4261,4331,4428,2707,4474,4697
"Gm25965",6,3,4,2,1,3
"Gm43646",13,12,12,10,13,10
"9530052C20Rik",11,21,12,10,11,14
"Gm31306",0,0,0,0,2,0
"Gm2574",0,1,1,0,0,0
"4930519L02Rik",0,0,0,0,0,1
"Gm43614",0,0,0,0,0,0
"A830019L24Rik",0,0,0,0,0,0
"Gm43613",0,0,0,0,0,0
"Gm43612",0,0,0,0,0,0
"1700001N15Rik",0,0,0,0,0,0
"Gm43616",0,0,0,0,0,0
"Gm33651",0,0,0,0,1,0
"Gm42703",0,0,0,0,0,0
"Gm38006",0,0,0,0,0,0
"Gm42704",0,0,0,0,0,0
"Gm6260",0,0,0,0,0,0
"Gm24728",0,0,0,0,0,0
"Gm42705",0,0,0,0,0,0
"Gm42706",0,0,0,0,0,0
"Gm2505",0,0,0,0,0,0
"Gm42707",0,0,1,0,0,0
"Gm42708",0,0,0,0,0,0
"Gm42709",0,0,0,0,1,0
"Lmo4",1151,1383,1243,736,1195,1262
"Gm43445",18,21,24,13,34,25
"Gm43446",0,0,0,0,0,0
"Gm43447",0,0,0,0,0,0
"Gm5857",44,39,54,20,52,46
"Hs2st1",3678,3777,4138,2689,5216,4773
"Gm43707",50,45,60,48,84,100
"Gm43560",31,7,19,16,26,29
"Sep15",5962,6405,6160,4009,6656,6882
"Gm24406",1,4,2,3,1,9
"Rpl9-ps8",2,2,3,2,1,1
"Sh3glb1",4186,4013,4336,3171,5381,5104
"Gm9419",1,0,1,0,0,1
"Clca3a1",16,19,13,9,15,20
"Gm34866",1,3,2,0,0,4
"Gm17743",1,0,2,1,3,1
"Clca3a2",1,3,2,0,0,0
"Gm43240",0,2,0,0,0,0
"Clca3b",0,2,0,0,2,1
"Gm16215",0,0,0,0,0,0
"Clca4c-ps",1,0,1,0,0,0
"Clca4b",0,0,0,0,0,0
"Gm16233",0,0,0,0,0,2
"Clca4a",3,5,7,4,4,1
"Gm43742",0,2,4,1,0,1
"Clca1",2,1,1,1,1,0
"Clca2",1,3,4,0,3,3
"Odf2l",925,827,811,561,858,940
"Col24a1",1,1,3,1,0,1
"9530034A14Rik",0,0,0,0,0,0
"D530037P16Rik",0,0,0,0,0,0
"Znhit6",427,442,442,356,617,568
"Cyr61",1996,2039,2711,2886,5433,4421
"Gm17501",110,88,106,99,156,148
"Gm43408",0,0,0,0,0,0
"Ddah1",631,687,907,590,1307,1028
"Rpl36a-ps2",11,9,13,5,10,9
"Bcl10",874,859,907,431,787,789
"2410004B18Rik",310,346,340,223,350,302
"Syde2",459,409,445,516,839,725
"Gm43861",1,0,0,0,2,0
"Wdr63",19,25,29,5,26,29
"Gm25627",0,0,0,0,0,0
"Mcoln3",1,1,0,0,0,0
"Mcoln2",0,0,1,0,1,2
"Lpar3",3,0,1,0,1,0
"Gm43334",0,0,0,0,1,0
"Gm10636",3,4,2,3,3,8
"Gm22078",0,0,0,0,0,0
"Gm22901",0,0,0,0,0,0
"Ssx2ip",845,749,901,664,1064,960
"Ctbs",344,335,314,210,304,343
"Spata1",172,215,186,111,152,202
"Gng5",426,459,441,263,453,416
"Rpf1",1017,1041,1166,730,1235,1225
"Gm36259",0,0,0,0,0,0
"Uox",1,0,1,0,2,0
"Dnase2b",0,1,1,0,0,0
"Gm16325",0,0,0,3,0,3
"4930503B20Rik",0,0,0,0,0,1
"Samd13",0,0,0,0,0,0
"Gm9480",0,0,0,0,2,0
"Prkacb",2841,2871,2775,2015,3274,3488
"Gm19104",11,16,11,10,20,16
"Gm10288",19,16,22,19,16,24
"Ttll7",1156,1119,1099,907,1539,1489
"Gm29771",0,0,0,0,1,0
"Gm6074",0,0,0,0,0,0
"Gm36831",0,0,1,0,0,0
"Gm37803",0,0,0,0,0,0
"Gm37041",0,0,0,0,0,0
"Gm36888",0,0,1,0,0,0
"Gm43574",0,0,0,0,0,0
"Gm23131",0,0,0,0,0,0
"Gm43576",0,0,0,0,0,0
"Gm38068",0,0,0,0,0,0
"Gm43575",0,0,0,0,0,0
"Adgrl2",6011,6083,4822,2172,2825,3326
"Gm43573",33,36,20,15,16,23
"Gm43572",4,2,1,0,0,1
"Gm25127",2,4,5,2,5,1
"Gm42647",0,0,0,0,0,0
"Gm10287",0,1,0,0,0,0
"Gm30382",1,1,1,0,1,0
"Gm42649",0,0,0,0,0,0
"Gm26468",0,0,0,0,0,0
"Gm31121",0,0,0,0,0,0
"Rpsa-ps10",13,10,14,2,19,3
"Gm6439",0,0,0,0,1,0
"Gm43470",0,0,0,1,1,0
"Mir3963",0,0,0,0,0,0
"Gm43468",0,0,0,0,0,0
"Gm43469",0,0,0,0,0,0
"Gm43473",1,0,1,0,0,0
"4930555A03Rik",0,0,0,1,0,1
"Gm42949",0,0,0,1,1,1
"Adgrl4",0,3,4,4,3,7
"Gm24458",1,0,0,0,1,0
"Ifi44",7,7,3,7,13,14
"Ifi44l",6,4,2,0,3,3
"Ptgfr",2240,2392,1647,1416,1595,2273
"Gm43618",303,335,232,193,164,266
"Gm43617",2,1,1,2,2,2
"Gm25056",0,0,0,0,0,0
"Gm2939",3,0,0,2,3,2
"Gm2860",13,13,10,12,17,27
"Gm43619",6,2,3,2,0,2
"Gm9682",1,0,0,0,0,0
"Gipc2",19,31,7,20,17,17
"Gm43455",1,0,0,2,1,0
"Gm16198",0,0,0,0,0,0
"D630002J18Rik",1,0,0,0,0,0
"Dnajb4",1882,2072,1904,1079,1807,1979
"Fubp1",6421,6251,6778,4941,7499,7996
"Nexn",186,177,212,177,272,297
"Gm43185",28,17,16,15,22,28
"Fam73a",10,4,9,8,8,4
"Usp33",2006,2109,2046,1339,2238,2321
"Gm42967",219,240,232,151,271,280
"Gm43859",151,139,142,104,151,213
"Gm43858",61,67,73,52,74,80
"Gm43857",639,689,655,398,665,750
"Zzz3",3748,3556,3868,2554,4354,4321
"Ak5",245,200,204,271,438,440
"AI115009",7,11,5,15,26,11
"Pigk",1643,1640,1602,1241,2145,2122
"Rpl29-ps1",4,4,2,2,4,4
"St6galnac5",4,2,3,4,5,8
"Gm16232",0,0,0,0,0,0
"Gm16213",0,0,0,0,0,0
"Gm16231",0,0,0,0,0,0
"Gm42710",0,0,0,0,0,0
"Gm43832",0,0,0,0,0,0
"St6galnac3",0,0,0,0,0,0
"1700012D16Rik",0,0,0,0,0,0
"A530083M17Rik",0,0,0,0,0,0
"Gm27405",0,0,0,0,0,0
"1700015C17Rik",0,0,0,0,0,0
"4930597L12Rik",0,0,0,0,0,0
"Gm22136",0,0,0,0,0,0
"Gm22206",0,0,0,0,0,0
"Gm43833",0,0,0,0,0,0
"Gm10042",0,0,0,0,0,0
"5730460C07Rik",0,0,0,0,0,0
"Gm25757",0,0,0,0,0,0
"Asb17os",9,3,9,3,4,7
"Asb17",2,6,9,0,0,6
"Msh4",9,12,14,9,16,24
"Gm24395",0,0,1,0,0,0
"Rabggtb",3435,3433,3905,2419,4168,4161
"Snord45b",64,63,75,37,66,60
"Gm24494",94,77,104,83,125,126
"Snord45c",105,124,129,79,137,148
"Gm43400",3,1,3,0,1,3
"Acadm",1806,1931,1695,1482,1941,2312
"Slc44a5",5,9,3,9,7,12
"Gm3076",0,0,0,0,0,0
"Gm42541",0,0,0,0,0,0
"Gm42540",1,0,0,0,0,0
"Lhx8",25,19,15,21,27,23
"AI606473",22,15,9,23,18,23
"Tyw3",268,281,280,219,329,320
"Cryz",887,904,822,535,930,974
"Gm38139",0,0,0,0,2,0
"Erich3",3,8,8,5,10,7
"Gm20389",0,1,0,0,0,0
"Tnni3k",14,9,8,4,8,13
"Gm37890",0,1,3,1,2,0
"Fpgt",695,738,655,391,652,653
"Gm26456",0,0,1,4,4,2
"Lrriq3",49,71,36,22,40,49
"Gm37482",4,2,7,2,8,4
"Gm5285",0,0,0,0,0,0
"Scp2-ps1",0,0,0,0,0,0
"Gm37449",0,0,0,0,0,0
"Gm37324",0,0,0,0,0,0
"Gm23038",0,0,0,0,0,0
"Gm37102",0,0,0,0,0,0
"Gm37515",0,1,1,0,0,0
"9330178D15Rik",0,0,0,0,0,0
"Gm42947",0,0,0,0,0,0
"Gm6510",0,0,0,0,0,0
"Gm42886",0,0,0,0,0,0
"4930570G19Rik",71,72,56,41,58,53
"Negr1",341,315,239,140,212,233
"Gm42946",14,11,8,3,14,12
"Gm42942",7,5,5,3,7,6
"Gm42943",14,2,2,0,3,4
"Gm43528",1,3,1,5,0,3
"Gm15578",3,1,2,2,0,3
"Gm15577",6,9,8,7,7,7
"Gm43527",2,2,3,1,2,3
"Gm43526",2,1,1,1,3,5
"4930566N20Rik",3,2,2,3,1,0
"Gm24373",1,2,0,1,0,0
"Gm23725",1,1,0,0,0,0
"Gm22458",0,0,0,0,0,0
"Gm23379",0,0,0,0,0,0
"Gm5983",0,0,0,0,0,0
"Gm43159",0,3,2,1,0,0
"Zranb2",3830,3876,3854,2413,3982,4210
"Mir186",2,4,5,4,4,5
"Ptger3",0,0,0,0,1,0
"Gm33466",0,0,0,0,0,0
"Gm5550",0,0,0,0,0,0
"Gm6520",0,0,0,0,1,1
"Cth",93,71,89,52,100,95
"Gm43314",2,0,1,0,0,1
"1810013D15Rik",0,1,0,3,2,0
"Ankrd13c",1632,1652,1748,1115,1924,1890
"Gm42611",69,53,70,38,65,94
"Srsf11",3862,4239,4295,2641,4317,4355
"Gm43362",139,145,161,97,150,174
"Lrrc40",1392,1472,1543,759,1460,1330
"B230334C09Rik",88,89,112,45,86,103
"Lrrc7",1,1,3,1,1,1
"Gm42968",0,0,0,0,0,0
"Gm43485",1,0,0,0,0,0
"Gm43486",0,0,0,0,0,0
"Gm43487",0,0,0,0,0,0
"Gm9423",0,0,0,1,0,0
"Gm20752",0,0,0,0,0,0
"Gm43655",5,5,1,0,2,0
"Depdc1a",387,424,437,224,402,371
"Rpe65",1,0,2,2,0,0
"Wls",7241,7710,6864,4344,7289,7756
"Gm43307",59,54,58,32,52,71
"Gm23941",1,3,4,3,4,8
"Gm27878",0,0,0,0,0,0
"Vmn1r-ps2",0,0,0,0,0,0
"Vmn1r-ps3",0,0,0,0,0,0
"Vmn1r2",0,0,0,0,0,0
"Vmn1r3",0,0,0,0,0,0
"AI838599",1,0,0,0,0,0
"Gm11783",0,0,0,0,0,0
"Gm11786",0,0,0,0,0,0
"Gm11784",0,0,0,0,0,0
"Gm11785",0,0,0,0,0,0
"Gm11787",0,0,0,0,0,0
"Mir3471-2",0,0,0,0,0,0
"Tmem68",355,386,418,258,466,444
"Tgs1",756,815,875,553,1011,1055
"Gm22541",1,0,0,0,0,0
"2210414B05Rik",0,0,0,0,0,0
"Lyn",43,54,66,36,70,54
"Gm26857",6,4,6,4,6,5
"Gm11805",0,0,1,0,3,1
"Gm22781",0,0,0,1,0,0
"9430025C20Rik",5,2,10,4,0,12
"Rps20",14945,14668,13610,8819,15764,14997
"Gm24016",17,11,27,13,23,20
"Gm24125",0,0,0,0,0,0
"Mos",6,1,0,1,2,4
"Plag1",933,896,758,519,754,891
"Chchd7",447,483,475,297,432,441
"Gm11808",10,6,7,2,9,12
"Rps10-ps3",0,1,0,1,0,0
"Sdr16c5",1,1,0,0,0,1
"Sdr16c6",0,0,0,0,0,0
"Penk",2,6,3,3,4,6
"A830012C17Rik",3,0,1,1,1,2
"Gm11780",0,0,0,0,0,0
"Gm26436",0,0,0,0,0,0
"Impad1",8058,8408,8600,5165,9362,9158
"Gm11779",0,0,0,0,0,0
"Gm11782",0,0,0,0,0,0
"Gm11781",0,0,0,0,0,0
"4930423M02Rik",0,0,0,0,0,0
"Fam110b",165,184,135,145,244,264
"Gm24337",0,0,0,1,0,2
"Gm11796",0,0,0,0,1,1
"Gm11797",0,0,0,0,0,0
"Ubxn2b",430,469,455,297,513,555
"Gm11798",0,0,0,0,0,0
"Cyp7a1",0,0,0,0,0,1
"4930430E12Rik",2,0,0,0,1,0
"Sdcbp",5373,5674,5046,2647,4717,4869
"Gm37689",5,8,3,4,6,3
"Nsmaf",1283,1314,1292,768,1280,1359
"Gm11803",0,0,0,0,0,0
"Gm11801",0,0,0,0,0,0
"Gm22473",0,0,0,0,0,0
"Tox",0,0,0,0,0,0
"Gm11802",0,0,0,0,0,0
"Gm11804",0,0,0,0,0,0
"8430436N08Rik",0,0,0,0,0,0
"Gm11795",0,0,0,0,0,0
"Gm11794",0,0,0,0,0,0
"Gm23860",0,0,0,0,0,0
"Gm11800",0,0,0,0,0,0
"Car8",1,0,0,0,0,0
"Gm11799",0,0,0,0,0,0
"Gm25355",0,0,0,0,0,0
"Gm37386",0,0,0,0,0,0
"Gm11810",0,1,1,0,1,0
"Rab2a",3466,3471,3335,2111,3266,3579
"Gm11809",0,0,0,0,0,0
"Chd7",39,48,46,11,19,11
"Rps18-ps2",0,0,0,0,0,0
"Gm23423",0,0,0,0,0,0
"Gm26548",15,18,16,18,20,19
"Clvs1",422,473,462,351,542,548
"Gm11816",117,150,132,117,169,184
"Gm11817",0,2,0,1,1,1
"Asph",2982,2836,2877,2096,3122,3263
"Gm25677",0,0,0,0,0,0
"Gm24152",0,0,0,0,0,0
"4930412C18Rik",0,0,0,0,0,0
"Gdf6",0,0,0,0,0,0
"4930448K20Rik",0,0,0,0,0,0
"Gm11834",0,0,0,0,0,0
"Gm11835",0,0,0,0,0,0
"Gm11814",0,0,0,0,0,0
"1700123O12Rik",0,0,0,0,0,0
"Gm11815",0,0,0,0,0,0
"Gm11813",0,0,0,0,0,0
"Gm12920",0,0,0,0,0,0
"Mir3471-1",0,0,0,0,0,0
"Gm12918",0,0,0,1,0,0
"Gm12919",0,0,1,0,0,1
"n-TSaga9",0,1,0,0,0,0
"2610301B20Rik",467,441,407,249,377,442
"Rps11-ps3",0,0,0,1,0,0
"Plekhf2",222,212,200,161,238,301
"Ndufaf6",131,144,154,77,143,143
"Gm11827",2,3,2,1,4,1
"Gm11829",0,0,0,0,0,0
"Mir684-2",0,0,0,0,0,0
"Gm11830",2,1,0,1,0,0
"Trp53inp1",955,1214,1119,693,1105,1211
"Ccne2",1150,1185,1363,777,1594,1405
"Ints8",1829,1759,1739,1277,2271,2125
"Dpy19l4",1486,1499,1539,1060,1739,1851
"Gm22940",1,4,4,7,5,7
"Gm26663",32,35,31,25,43,41
"Esrp1",2,0,0,1,1,0
"Gm11821",0,0,0,0,0,0
"Gm11822",0,0,0,0,0,0
"1110037F02Rik",3438,3514,3446,1966,3426,3237
"Gm11831",11,7,15,5,12,8
"Rad54b",636,721,674,336,656,694
"Fsbp",165,166,174,88,156,158
"Gm11832",28,36,30,26,37,46
"Gm11833",0,0,0,0,0,0
"Gem",294,257,211,135,154,192
"Cdh17",16,31,25,5,10,12
"Gm22477",0,1,1,0,0,0
"Gm25002",0,0,0,0,0,0
"Pdp1",1451,1426,1131,741,979,1250
"1700123M08Rik",34,27,34,14,13,31
"Gm10604",9,7,9,4,6,11
"Gm26895",2,2,2,1,1,2
"Gm11840",2,0,1,0,1,0
"Gm11842",28,28,19,9,14,16
"Tmem67",281,292,284,156,208,253
"Rbm12b2",328,292,298,181,318,308
"Gm11839",2,1,3,3,3,4
"Gm11841",10,15,26,9,12,13
"Gm11843",4,7,4,4,5,3
"Rbm12b1",205,212,193,114,224,226
"Fam92a",1021,1012,1003,712,1147,1201
"Gm11847",2,0,0,1,0,0
"Gm11846",0,0,0,0,0,0
"Gm37985",4,3,3,5,0,5
"n-R5s182",0,0,0,0,0,0
"Triqk",193,178,137,77,117,103
"Gm11820",0,0,0,0,0,0
"Gm26250",0,0,0,0,0,0
"Gm11819",1,0,0,0,0,0
"Gm11826",7,3,4,3,5,2
"Gm11825",0,0,0,0,0,0
"Gm23162",0,0,0,0,0,0
"Runx1t1",603,626,496,434,481,546
"Gm11823",0,1,1,1,0,0
"Gm24068",0,0,0,0,0,0
"Gm11824",0,1,0,0,0,0
"1700120G11Rik",0,0,0,0,0,0
"Gm24908",0,0,0,0,0,0
"Gm11836",0,2,0,1,2,0
"Slc26a7",0,0,0,0,0,1
"Lrrc69",1,4,4,0,3,0
"Gm11838",0,0,0,0,0,0
